"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433848","1.1.3.1","51.4","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433848","1.1.3.1","50.6","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433848","1.1.3.1","47.6","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","24.1","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","15.9","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","18.6","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","19.2","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","18.6","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","16.9","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","22.7","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","21.0","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","21.0","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433866","1.2.1.1","25.1","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","31.4","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","29.4","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","28.3","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","28.2","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","30.2","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","27.7","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","30.2","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","28.3","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","28.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433875","1.2.2.1","27.6","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","44.5","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","54.7","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","53.0","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","52.6","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","51.2","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","55.5","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","47.1","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","50.7","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","50.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433884","1.2.3.1","47.3","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","30.6","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","18.7","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","19.8","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","19.5","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","19.7","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","16.4","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","25.0","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","19.2","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","19.6","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433902","1.3.1.1","23.2","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","29.9","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","27.7","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","29.1","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","29.6","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","28.8","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","28.3","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","30.6","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","28.7","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","30.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433911","1.3.2.1","28.9","","","","1"
"2021-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","39.5","","","","1"
"2021-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","53.6","","","","1"
"2021-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","51.2","","","","1"
"2022-01","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","50.8","","","","1"
"2022-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","51.5","","","","1"
"2022-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","55.2","","","","1"
"2022-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","44.5","","","","1"
"2023-04","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","52.1","","","","1"
"2023-07","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","50.3","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433920","1.3.3.1","47.9","","","","1"
"2021-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","20.4","","","","1"
"2021-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","16.6","","","","1"
"2021-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","19.9","","","","1"
"2022-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","17.9","","","","1"
"2022-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","19.2","","","","1"
"2022-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","19.1","","","","1"
"2022-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","21.5","","","","1"
"2023-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","19.5","","","","1"
"2023-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","21.3","","","","1"
"2023-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433938","2.1.1.1","23.3","","","","1"
"2021-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","29.6","","","","1"
"2021-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","25.2","","","","1"
"2021-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","26.2","","","","1"
"2022-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","26.8","","","","1"
"2022-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","26.7","","","","1"
"2022-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","23.5","","","","1"
"2022-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","29.6","","","","1"
"2023-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","28.7","","","","1"
"2023-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","28.6","","","","1"
"2023-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433947","2.1.2.1","27.5","","","","1"
"2021-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","50.0","","","","1"
"2021-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","58.2","","","","1"
"2021-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","53.9","","","","1"
"2022-01","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","55.3","","","","1"
"2022-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","54.1","","","","1"
"2022-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","57.5","","","","1"
"2022-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","48.9","","","","1"
"2023-04","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","51.9","","","","1"
"2023-07","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","50.1","","","","1"
"2023-10","Atlantic Region","2021A00011","Total, all persons","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433956","2.1.3.1","49.2","","","","1"
"2021-04","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","20.3","","","","1"
"2021-07","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","15.7","","","","1"
"2021-10","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","19.7","","","","1"
"2022-01","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","17.6","","","","1"
"2022-04","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","20.4","","","","1"
"2022-07","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","20.1","","","","1"
"2022-10","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","23.6","","","","1"
"2023-04","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","19.8","","","","1"
"2023-07","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","20.7","","","","1"
"2023-10","Atlantic Region","2021A00011","Men","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331433974","2.2.1.1","25.1","","","","1"
"2021-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","30.0","","","","1"
"2021-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","25.6","","","","1"
"2021-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","27.9","","","","1"
"2022-01","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","25.6","","","","1"
"2022-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","26.6","","","","1"
"2022-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","24.7","","","","1"
"2022-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","27.2","","","","1"
"2023-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","28.3","","","","1"
"2023-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","28.5","","","","1"
"2023-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 6 or 7","Percentage of persons","Percent","239","units","0","v1331433983","2.2.2.1","29.2","","","","1"
"2021-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","49.7","","","","1"
"2021-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","58.7","","","","1"
"2021-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","52.5","","","","1"
"2022-01","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","56.8","","","","1"
"2022-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","53.0","","","","1"
"2022-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","55.2","","","","1"
"2022-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","49.2","","","","1"
"2023-04","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","51.9","","","","1"
"2023-07","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","50.8","","","","1"
"2023-10","Atlantic Region","2021A00011","Men","Life satisfaction rating of 8, 9 or 10","Percentage of persons","Percent","239","units","0","v1331433992","2.2.3.1","45.7","","","","1"
"2021-04","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","20.4","","","","1"
"2021-07","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","17.4","","","","1"
"2021-10","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","20.1","","","","1"
"2022-01","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","18.2","","","","1"
"2022-04","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","18.0","","","","1"
"2022-07","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","18.1","","","","1"
"2022-10","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","19.4","","","","1"
"2023-04","Atlantic Region","2021A00011","Women","Life satisfaction rating between 0 and 5","Percentage of persons","Percent","239","units","0","v1331434010","2.3.1.1","19.1","","","","1"
